f_attemps,f_ishometeam,f_Corners,f_Offsides,f_Ball_Posession,f_Yellow_cards,f_Red_cards,f_Fouls_suffered,f_passes_attemted,f_passes_completed,f_pass_completion_rate,f_diameter,f_largest_cliques,f_countmax_cliques,f_reciprocity,f_global_clustering,f_diversity,f_hubs,f_authorities,f_pagerank_max,f_pagerank_mean,f_pagerank_median,f_assortativity,f_AverageNeighborhood,f_degree_centralization,f_betweenness_centralization,f_closeness_centralization,s_attemps,s_ishometeam,s_Corners,s_Offsides,s_Ball_Posession,s_Yellow_cards,s_Red_cards,s_Fouls_suffered,s_passes_attemted,s_passes_completed,s_pass_completion_rate,s_diameter,s_largest_cliques,s_countmax_cliques,s_reciprocity,s_global_clustering,s_diversity,s_hubs,s_authorities,s_pagerank_max,s_pagerank_mean,s_pagerank_median,s_assortativity,s_AverageNeighborhood,s_degree_centralization,s_betweenness_centralization,s_closeness_centralization,label
7,1,2,3,0.37,1,1,7,314,236,0.75,4,8,3,0.717948717948718,0.736,1.7234692233807385,0.11064715144229031,0.12029838060657452,0.16853772183234608,0.09090909090909091,0.10011936058991873,-0.07849283739534661,7.060353535353536,15.6,0.3666666666666667,8.675727050727051,11,0,5,1,0.63,2,0,8,669,588,0.88,6,9,1,0.898876404494382,0.8216463414634146,1.8597653096355737,0.11549010390707694,0.10870111163230733,0.14510312977198211,0.09090909090909091,0.09242749769827528,-0.23730597464589617,8.288023088023088,17.8,0.23333333333333325,9.368298368298369,0
11,0,5,1,0.63,2,0,8,669,588,0.88,6,9,1,0.898876404494382,0.8216463414634146,1.8597653096355737,0.11549010390707694,0.10870111163230733,0.14510312977198211,0.09090909090909091,0.09242749769827528,-0.23730597464589617,8.288023088023088,17.8,0.23333333333333325,9.368298368298369,7,1,2,3,0.37,1,1,7,314,236,0.75,4,8,3,0.717948717948718,0.736,1.7234692233807385,0.11064715144229031,0.12029838060657452,0.16853772183234608,0.09090909090909091,0.10011936058991873,-0.07849283739534661,7.060353535353536,15.6,0.3666666666666667,8.675727050727051,1
19,1,7,1,0.5,2,0,15,395,313,0.79,5,7,3,0.8536585365853658,0.7464028776978417,1.821271422038956,0.11392817813171421,0.11253339551517572,0.12824700717780937,0.09090909090909091,0.08018709259201928,-0.14768665685315188,7.654473304473305,16.4,0.31111111111111106,8.831002331002331,4,0,1,3,0.5,5,0,14,374,307,0.82,3,7,4,0.8395061728395061,0.7322097378277154,1.7986522062521288,0.10376120736167427,0.10321493433523644,0.142280250772995,0.0909090909090909,0.0826971835398226,-0.12511568867533918,7.446861471861473,16.2,0.3222222222222223,8.804695304695304,1
4,0,1,3,0.5,5,0,14,374,307,0.82,3,7,4,0.8395061728395061,0.7322097378277154,1.7986522062521288,0.10376120736167427,0.10321493433523644,0.142280250772995,0.0909090909090909,0.0826971835398226,-0.12511568867533918,7.446861471861473,16.2,0.3222222222222223,8.804695304695304,19,1,7,1,0.5,2,0,15,395,313,0.79,5,7,3,0.8536585365853658,0.7464028776978417,1.821271422038956,0.11392817813171421,0.11253339551517572,0.12824700717780937,0.09090909090909091,0.08018709259201928,-0.14768665685315188,7.654473304473305,16.4,0.31111111111111106,8.831002331002331,0
9,1,2,1,0.42,6,0,11,330,253,0.77,5,5,9,0.8493150684931506,0.636150234741784,1.7249347863977138,0.10080452845119486,0.1276449428624987,0.13503722445980998,0.09090909090909091,0.09385168882495577,-0.06886888129009312,6.672438672438673,14.600000000000001,0.41111111111111115,8.280677655677657,12,0,9,6,0.58,3,1,14,619,527,0.85,7,9,2,0.9361702127659575,0.893646408839779,1.997496465439522,0.10460953805303452,0.10410243164551336,0.12839949607305876,0.09090909090909091,0.09129179493309635,-0.16510974493058123,8.733621933621931,18.8,0.17777777777777778,9.776515151515152,1
12,0,9,6,0.58,3,1,14,619,527,0.85,7,9,2,0.9361702127659575,0.893646408839779,1.997496465439522,0.10460953805303452,0.10410243164551336,0.12839949607305876,0.09090909090909091,0.09129179493309635,-0.16510974493058123,8.733621933621931,18.8,0.17777777777777778,9.776515151515152,9,1,2,1,0.42,6,0,11,330,253,0.77,5,5,9,0.8493150684931506,0.636150234741784,1.7249347863977138,0.10080452845119486,0.1276449428624987,0.13503722445980998,0.09090909090909091,0.09385168882495577,-0.06886888129009312,6.672438672438673,14.600000000000001,0.41111111111111115,8.280677655677657,0
23,1,2,1,0.67,0,0,12,721,654,0.91,7,9,1,0.8764044943820225,0.824773413897281,1.921430235027647,0.10515990373529543,0.12066003839421532,0.11690410110501284,0.09090909090909093,0.09797278065532981,-0.23372186258256628,8.320093795093795,17.800000000000004,0.23333333333333334,9.360972360972362,4,0,3,2,0.33,2,0,8,288,223,0.77,5,5,12,0.8235294117647058,0.6344086021505376,1.6300005591616533,0.10647237227501247,0.11568885843003493,0.14337988530060503,0.09090909090909091,0.08690196689419752,-0.16644331994585146,6.347186147186147,13.600000000000003,0.4666666666666666,8.057900432900434,1
4,0,3,2,0.33,2,0,8,288,223,0.77,5,5,12,0.8235294117647058,0.6344086021505376,1.6300005591616533,0.10647237227501247,0.11568885843003493,0.14337988530060503,0.09090909090909091,0.08690196689419752,-0.16644331994585146,6.347186147186147,13.600000000000003,0.4666666666666666,8.057900432900434,23,1,2,1,0.67,0,0,12,721,654,0.91,7,9,1,0.8764044943820225,0.824773413897281,1.921430235027647,0.10515990373529543,0.12066003839421532,0.11690410110501284,0.09090909090909093,0.09797278065532981,-0.23372186258256628,8.320093795093795,17.800000000000004,0.23333333333333334,9.360972360972362,0
18,1,4,4,0.48,1,0,10,520,463,0.89,6,7,4,0.825,0.7472118959107806,1.6749900127837867,0.11029675425879297,0.12124780541995753,0.20266506634739997,0.09090909090909093,0.09007144176677508,-0.2689713799821553,7.488888888888889,16.0,0.33333333333333326,8.776556776556776,12,0,5,1,0.52,1,0,9,595,525,0.88,7,10,1,0.8958333333333334,0.8819628647214854,1.9834206947740738,0.10472370402284033,0.10802244149782146,0.12122055405780659,0.09090909090909091,0.09506662002811601,-0.17438941207042008,8.765656565656567,19.2,0.15555555555555559,9.877455877455876,0
12,0,5,1,0.52,1,0,9,595,525,0.88,7,10,1,0.8958333333333334,0.8819628647214854,1.9834206947740738,0.10472370402284033,0.10802244149782146,0.12122055405780659,0.09090909090909091,0.09506662002811601,-0.17438941207042008,8.765656565656567,19.2,0.15555555555555559,9.877455877455876,18,1,4,4,0.48,1,0,10,520,463,0.89,6,7,4,0.825,0.7472118959107806,1.6749900127837867,0.11029675425879297,0.12124780541995753,0.20266506634739997,0.09090909090909093,0.09007144176677508,-0.2689713799821553,7.488888888888889,16.0,0.33333333333333326,8.776556776556776,1
